Randomized Student ID,Start Term,Enrollment Type,Pell,First Gen,Legal Sex,Student of Color?,Retention,Weighted HS GPA,LC GPA,Major Division,AcademicMotivation_Indicator,Grit_Indicator,Worries_Indicator,AcMo_WorkHardLearn,AcMo_TestSuccessPrep,AcMo_HSReadAboveReq,AcMo_TalkTchOutClass,AcMo_GoodGradesImp,AcMo_ChallengeMaterial,AcMo_ImpAcademicExp,AcMo_EnjoyAcademicExp,Conf_AttendInst,Conf_KnowMajor,Grit_IgnoreSetbacks,Grit_HardWork,Grit_FinishThings,Grit_Diligent,Grit_OvercomeSetbacks,CollGoals_MeaningfulCareer,CollGoals_LearnPrepForLife,CollGoals_IntPersChallenges,CollGoals_Friendships,CollGoals_DoWithLife,CollGoals_FinSuppSelf,CollGoals_GoodLifeFamily,CollGoals_FamilyProud,CollGoals_GiveBack,CollGoals_GradSchool,CollGoals_PositiveImpact,CollGoals_Other,CollGoals_Other_TEXT,CollGoals_total,Worries_DoWellAcad,Worries_MakeFriends,Worries_PayBills,Worries_MeetingExpect,Worries_BalancingResp,Worries_MentalHealth,Worries_FigureOutLife,Worries_Societalssues,Worries_EnoughFood,Worries_PlaceToSleep,Hours_PrepForClass,Hours_Extracurriculars,Hours_Working,SuccessfulLife_TEXT,SupportYou_TEXT
3138166296,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.08,3.87,No Longer Enrolled at Institution,2.75,3.6,1.9,4,3,2,2,4,3,2,2,3,1,3,3,4,3,5,1,1,1,1,0,1,1,1,0,0,1,0,,1,1,4,1,2,1,3,2,3,1,1,4,3,1,"I don't really have any idea at this point other than that I enjoy my life and have a good social circle, and enough money to live in a house by the water and to travel often.",Give helpful advice when I reach out and be understanding if I make a mistake or don't meet an expectation.
3170783639,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.40,3.03,Undecided,3.38,2.40,2.50,4,2,3,5,4,3,3,3,3,2,1,3,3,2,3,0,1,1,1,0,0,0,0,1,0,1,1,feel like it was worth the time and effort... I am lucky enough to have my parents paying tuition so my main goal is to be provided with an education that will help me work on great social issues that america and the world face.,1,3,3,1,3,3,4,2,4,1,1,2,2,3,"working for a nonprofit that helps the homeless, addicts, victims of violence (any and all kinds). living with friends or in a commune of some kind would be really cool and I want to have a cat! have enough money to support myself and if I have any extra want to give it to people who need it",be passionate about what they teach and the practicality of the topics they teach.
3184272280,23/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,-,4.26,4.00,Social Sciences,3.88,3.60,2.00,4,5,5,5,5,2,3,2,4,4,3,5,4,2,4,1,1,0,1,0,1,0,0,0,1,0,0,,1,3,2,1,1,4,2,1,4,1,1,5,2,3,"i live in the Portland area with my boyfriend writing about national or international politics, or I work a government job locally. we make enough money to travel and splurge. i have a decent social life",be there to answer questions or concerns. i’ve had issues in the past with faculty not being available to answer emails or questions in a helpful way and it can be so frustrating! i hope LC staff will be here to help me understand college fundamentals as a first generation student
3200353708,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.06,4.00,Social Sciences,3.75,4.2,3.1,3,3,4,5,5,4,4,2,4,3,3,5,5,4,4,1,1,0,0,1,1,0,1,1,0,1,0,,1,4,3,4,4,2,4,4,4,1,1,4,3,4,,
3209718357,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.57,3.82,Arts and Humanities,4.13,4,2.1,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,1,1,1,0,,1,2,3,2,1,2,3,1,4,1,2,4,3,2,After college I hope to work at a art museum as an apprentice or curator. I am aso interested in furthering my education by going to grad school.,
3212454204,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.97,3.41,Math and Natural Sciences,3.625,2.8,3.6,4,2,4,2,4,5,4,4,4,3,3,4,2,2,3,1,0,0,0,1,1,1,0,1,0,1,0,,1,4,4,3,4,4,4,4,3,4,2,6,2,2,I would like to be working with doctors without borders,"Maybe check in, sometimes I have trouble self advocating"
3213023783,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.97,3.69,Math and Natural Sciences,4.5,4.4,2.3,4,4,3,5,5,5,5,5,3,4,4,5,4,4,5,0,1,1,0,1,0,0,0,1,1,0,0,,1,4,2,2,2,2,4,2,3,1,1,4,2,4,I will be a doctor of some kind pursuing a medical career!,They could help by giving me a guide or outline that will support my pre-med journey.
3227039782,21/FA,"First-Time, First-Year",Pell,First Gen,Female,Non-Student of Color,Retained,4.11,2.39,No Longer Enrolled at Institution,3.75,4.6,3.1,4,4,3,3,4,4,4,4,4,2,4,5,4,5,5,0,1,1,1,0,1,1,0,0,0,1,0,,1,3,4,3,4,4,4,3,4,1,1,4,3,3,"I hope to have multiple degrees, and to have found a job in a field and position that I enjoy. I want to be able to live comfortably. I also want the time to do things that I enjoy, like photography, all kinds of art, reading, and writing.",It would be most helpful to me to have the LC faculty and staff always there when I have questions.
3254949931,22/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Student of Color,Retained,Unavailable,2.82,Undecided,4,4.2,2.9,4,5,3,5,5,3,5,2,4,4,3,5,3,5,5,0,0,0,1,0,0,1,1,1,1,1,0,,1,4,2,2,2,4,3,4,3,2,3,3,2,3,"My life would be somewhere on a beach, married, kids 
Leading a ground breaking research on cancer. Lavida loca 🤌🏼","Advice on how to navigate the school, and what I should be doing."
3255257837,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.14,3.69,Undecided,3.88,4.80,1.90,4,4,3,4,5,5,3,3,4,1,5,5,4,5,5,0,1,1,1,0,0,0,0,1,0,1,0,,1,2,2,1,2,3,2,2,3,1,1,6,3,4,I’m working at a job that I love. i have friends and activities that i do regularly. I have a partner and some pets. I’m living in a city.,be open for questions and have lots of flexibility and office hours.
3283441191,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Not Retained,3.83,3.25,No Longer Enrolled at Institution,3.625,4.2,2.6,4,4,3,2,5,4,4,3,2,3,4,5,4,4,4,1,1,0,0,1,1,0,0,0,1,0,0,,1,4,4,3,3,3,1,2,2,1,3,3,3,3,I have a family and a secure job. I have my dream job.,Be willing to help if I come to then for help.
3290533457,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,4.00,3.25,Undecided,4.00,4.20,2.70,5,4,3,4,4,5,4,3,4,4,4,4,4,4,5,1,1,1,1,1,1,0,1,1,0,1,0,,1,3,3,4,3,3,2,3,3,2,1,4,3,3,I am probably living internationally in a community where I enjoy my job and have good friends.,Expose me to opportunities and ideas based on what I want to do in the future.
3297175645,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.33,3.85,Undecided,4.25,4.80,2.80,5,5,4,4,4,5,4,3,3,1,4,5,5,5,5,1,1,1,0,0,1,1,0,1,0,1,0,,1,2,3,4,4,3,2,4,4,1,1,5,3,4,I want to have a career that allows me to live comfortably while also challenging me intellectually. I want to be surrounded by the people that I love. I want to have reliable friends and stable relationships. I want to have hobbies and I want to live in a place that I love. I want to spend a lot of time in nature.,Support and help in searching for a career and choosing my major. Help forming connections in the professional world. Instruction and learning.
3306591061,21/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,Retained,3.91,3.18,Social Sciences,3.625,4.4,3.4,4,4,3,3,5,4,3,3,4,3,4,5,4,4,5,0,0,1,0,0,0,0,0,1,1,1,0,,1,4,4,4,4,2,4,3,3,3,3,4,3,3,My life looks like I am pursuing something I care about. Something I am comfortable and confident doing but also being challenged. Money has a major position in life but is that the most important thing to me. I would like to be doing something rewarding to others and not just me.,LC faculty can be there as support by being available and offering help. As long as I can feel comfortable to ask help I find it successful.
3319566253,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.19,3.79,Arts and Humanities,4.125,4.8,3,5,5,2,4,5,4,5,3,4,4,4,5,5,5,5,1,1,1,1,0,0,1,0,1,1,1,0,,1,4,4,4,3,4,3,2,3,2,1,3,4,3,"For me, a successful life is being able to do the things I love most in life without having to worry about finances. Although wanting to become a teacher may not be a path of life that will allow me to be fully financially stable and able to support a family, I know that if I am happy with who I am and how I help people, I can live with ease.","I think the first step to being successful is to learn and grow as an individual, which will allow myself to learn and grow as a part of a cohesive system. Being able to learn how to adjust and accommodate to others is extremely important in life, but so is being able to stand for what one feels is right. That’s why I think that the LC faculty and staff can help support myself and fellow students by being a support system for chasing what we believe to be right in the world, while also educating us about the ways we may have failed to consider an alternate perspective or a completely different idea entirely. By helping us students become more overall thinkers, the way we learn to form our own opinions can help us to be successful in life after college."
3342099213,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,Retained,3.68,1.86,Undecided,4.63,5,2.8,4,5,5,5,4,5,5,4,4,4,5,5,5,5,5,1,1,1,1,0,1,1,0,0,0,1,0,,1,3,2,4,4,3,4,2,3,2,1,5,2,6,"I'm not entirely sure what my future looks like but I imagine myself being happy in work and social life, continuing to involve myself in theater, and making important connections to those close to me.",I can see myself needing help finding mental health resources on and off of campus (I have medicaid but not L&C health insurance).
3345728037,22/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,Retained,4.20,2.54,Undecided,4,3.8,3.5,5,4,2,4,5,5,4,3,4,3,3,4,4,4,4,1,1,1,0,0,1,0,1,1,1,1,0,,1,4,4,4,4,4,4,4,4,2,1,4,3,5,"Hopefully I've traveling a lot for work, maybe a successful journalist or book editor I don't exactly know what I want to be but hopefully it has something to do in the literature department. I hope I have loads of cats and live near family.",L&C faculty can help me by being accessible outside of of class time.
3353918955,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.95,3.58,Undecided,4.00,,,5,4,3,4,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368893030,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,4.62,4.00,Undecided,4.25,4.00,2.70,4,4,3,4,4,5,5,5,3,4,3,4,3,5,5,0,1,1,1,0,0,0,0,1,1,1,0,,1,3,4,2,3,4,4,2,3,1,1,4,4,5,"Being a doctor with my own clinic, something where I can work directly with patients but also live a fairly leisurely lifestyle. More than anything I want to have stories to tell.",Being clear about expectations.
3373946008,22/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Retained,3.93,4.00,Social Sciences,3.38,4.2,3.6,4,4,1,3,5,3,4,3,4,2,4,5,4,4,4,1,1,1,1,1,1,1,1,1,0,1,0,,1,4,4,4,4,4,4,4,4,2,2,4,4,3,I want to do something that has a positive impact on the environment. Nature (especially animals) is really important to me and I want to do what I can to give back to them in anyway possible.,I feel as though I need some guidance. I'm not entirely sure what job I want when I'm older and I need help figuring out how my major will set me up for my future.
3379589560,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.05,3.64,Social Sciences,4.25,4.2,2.6,5,5,3,3,5,3,5,5,4,1,4,5,4,4,4,1,1,0,0,1,1,0,0,0,0,1,0,,1,3,2,4,4,2,1,4,2,3,1,2,5,2,I'm living comfortably in a community I enjoy. I'm happy at work and enjoy the work I do. I can support myself and my family around me. My parents live close by to me and I can pay for any care they need as well as housing for them.,Counsel me in potential jobs I can have in the future based on my abilities and talents.
3385364485,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.24,3.03,Undecided,3.63,4.40,2.20,4,3,2,5,4,4,4,3,4,4,4,5,4,4,5,1,1,1,1,0,1,1,0,1,0,1,0,,1,3,2,1,2,3,3,3,3,1,1,4,3,2,"In the simplest of terms, a successful life is one in which i am happy and safe.","allow me to explore the things that make me happy. that’s part of they i picked this school, because i know it’s a place i can have that kind of experience."
3393118859,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.30,2.93,Social Sciences,3.38,3.2,2.6,4,3,1,5,3,4,4,3,4,3,3,4,3,2,4,0,0,0,1,0,1,0,0,0,1,1,0,,1,4,3,4,2,2,3,4,2,1,1,4,3,5,"Financially stable, supporting my family. In a job that keeps me happy. Married, a cat or 2.",N/a
3405698293,22/FA,New Transfer,Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,-,3.81,Social Sciences,3.88,4,2.8,4,4,3,4,5,4,4,3,4,2,3,4,4,5,4,0,1,0,1,1,0,0,0,1,0,1,0,,1,4,2,2,3,4,3,4,4,1,1,5,2,5,I really don't wanna worry about money but I never want to be filthy rich. I want to sustain myself so I don't have to rely on others. I want a good job and to be happy with those around me. I definitely would like to move back to the LA area but be able to live without my parents or their help.,"Just moral support, I guess. I think this is defiantly something I will have to take on myself."
3414836650,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.13,2.76,Undecided,4,5,1.5,5,5,3,5,5,4,3,2,4,4,5,5,5,5,5,0,0,0,1,0,1,0,0,1,1,1,0,,1,3,1,1,2,1,2,2,1,1,1,3,4,3,"I will be working in business, traveling, probably living in LA.  Hanging with my friends & GF.",Everyone has been great so far
3423057417,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.06,4.00,Undecided,4.00,4.20,2.50,4,4,3,4,5,4,4,4,2,4,4,5,4,4,4,1,0,1,1,0,1,0,0,1,1,1,0,,1,3,1,1,3,4,4,3,4,1,1,4,3,4,,
3424700924,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.15,2.66,Undecided,3,2.6,2.8,2,4,2,4,4,3,2,3,3,3,3,2,2,3,3,1,0,0,1,1,1,0,0,0,0,0,0,,1,3,4,2,2,3,2,4,2,4,2,4,5,1,I’m physically and mentally fit and surrounded by people I love. I would be eating three meals a day and working a job that I enjoy. I would be in a beautiful location and could honestly consider myself to be happy,Send reminders
3425076490,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,3.81,2.83,Math and Natural Sciences,4,3.6,2.2,4,3,5,2,4,5,5,4,3,2,4,4,3,4,3,1,1,1,1,0,1,0,0,1,0,1,0,,1,3,3,2,2,2,2,3,3,1,1,6,3,,,
3425380126,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.66,3.47,Undecided,3.38,4.4,2.2,5,4,3,2,3,4,4,2,4,3,4,5,5,4,4,1,1,1,1,0,0,0,0,0,0,1,0,,1,2,2,2,2,3,3,3,3,1,1,5,2,1,"I have some sort of job that I really enjoy, and it is making me enough money to live comfortably and giving me enough free time to go outdoors and hang out with people and screw around with my car",I guess teach me stuff?
3432023404,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.37,3.90,Social Sciences,2.625,2.6,1.6,4,2,2,2,2,5,2,2,3,3,2,3,2,1,5,0,1,0,1,0,0,0,0,0,0,0,0,,1,1,2,1,2,2,2,3,1,1,1,3,2,3,i own a little home with a garden and am in a healthy relationship. we have pets. i’m cooking a lot and i work as a counselor.,be welcoming and not intimidating
3440699730,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.68,3.21,Social Sciences,4,3.6,2,5,5,3,3,5,5,3,3,3,1,3,4,3,3,5,1,0,0,1,0,1,1,0,0,0,0,0,,1,3,1,1,2,2,3,3,3,1,1,3,2,4,"Living in Costa Rica, working a remote job, being financially stable, and learning how to surf.",
3441960233,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Not Retained,2.97,2.50,No Longer Enrolled at Institution,3.5,4.2,2.5,3,4,3,4,5,3,4,2,3,3,4,3,5,4,5,1,1,0,0,1,0,0,1,0,0,0,0,,1,4,2,2,3,4,1,4,2,2,1,4,2,1,I don’t know,I don’t know I haven’t taken classes here yet so I don’t know what they could do better
3451621511,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.47,3.89,Math and Natural Sciences,3.375,3.4,2.8,4,3,2,4,4,3,4,3,3,2,3,4,4,3,3,1,1,1,1,1,1,1,1,1,0,1,0,,1,4,2,3,3,4,3,3,3,2,1,4,3,4,"In the future I would love to be living an enriching and wholesome life. I can see myself in a leadership position in maybe a non profit or a farm-to-table establishment! I would love to have lived in other countries and speak another language. I want to be known in my community as a giver, a joyful presence and a reliable person!",I would love to take classes which educate me in a well rounded way. I want to increase my knowledge and ability to speak about complex topics.
